"Name","DistinguishedName","enabled","description","whenCreated","Stamp"
"BGLRT4600232","CN=BGLRT4600232,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/29/2018 11:39:01 PM","4/28/2022 4:25:36 PM"
"BGLRM9100592","CN=BGLRM9100592,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/21/2019 3:45:20 AM","2/19/2020 11:02:42 PM"
"BGLRO7060077","CN=BGLRO7060077,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/5/2019 4:36:05 PM","1/7/2022 11:56:10 AM"
"BGLRM9100631","CN=BGLRM9100631,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/17/2019 4:28:11 AM","3/18/2020 6:13:31 AM"
"BGLRL74200071","CN=BGLRL74200071,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/18/2022 2:15:11 PM","2/3/2022 5:19:38 PM"
"BGLRM9000559","CN=BGLRM9000559,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/19/2018 12:02:24 AM","7/7/2020 8:55:35 PM"
"BGLRM9100214","CN=BGLRM9100214,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/30/2018 12:39:41 AM","9/21/2020 5:22:09 PM"
"BGLRM9000764","CN=BGLRM9000764,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/26/2018 2:07:47 AM","8/5/2020 12:23:36 PM"
"BGLRO7060078","CN=BGLRO7060078,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/5/2019 4:47:20 PM","11/12/2021 3:06:29 AM"
"BGLRM9000624","CN=BGLRM9000624,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/1/2018 8:14:33 AM","12/2/2021 8:41:38 AM"
"BGLRM9100504","CN=BGLRM9100504,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/27/2019 3:40:41 AM","8/28/2020 12:58:16 PM"
"BGLRT4600323","CN=BGLRT4600323,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/16/2020 6:02:12 AM","1/31/2022 8:42:59 AM"
"BGLR5400494","CN=BGLR5400494,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/16/2021 6:46:35 PM","4/18/2021 8:13:41 PM"
"BGLRM9000671","CN=BGLRM9000671,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/30/2018 2:59:02 AM","12/2/2021 8:41:55 AM"
"BGLRT49500396","CN=BGLRT49500396,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/26/2020 4:54:17 PM","8/3/2022 11:11:07 AM"
"BGLR5400495","CN=BGLR5400495,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/16/2021 6:46:55 PM","4/18/2021 9:10:06 PM"
"BGLRM9000852","CN=BGLRM9000852,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/25/2018 2:24:30 PM","10/19/2020 2:59:02 PM"
"BGLRM9001179","CN=BGLRM9001179,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/17/2020 12:35:57 PM","6/27/2020 2:28:21 AM"
"BGLR5400496","CN=BGLR5400496,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/16/2021 6:55:17 PM","4/18/2021 8:18:13 PM"
"BGLRM9100438","CN=BGLRM9100438,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/18/2019 12:59:58 AM","3/24/2020 5:11:07 PM"
"BGLRT4600270","CN=BGLRT4600270,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled - Termed - 2/16/2022 - WO0000001388983","4/4/2019 12:55:49 PM","2/14/2022 6:11:08 PM"
"BGLRT4800167","CN=BGLRT4800167,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/30/2019 4:53:03 AM","7/15/2020 12:59:51 PM"
"BGLRL5400033","CN=BGLRL5400033,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/22/2020 7:41:42 PM","8/23/2021 12:59:27 PM"
"BGLRM9100439","CN=BGLRM9100439,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/18/2019 1:12:08 AM","12/2/2021 8:41:48 AM"
"BGLRM91S00038","CN=BGLRM91S00038,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","4/4/2019 5:35:18 PM","11/11/2021 10:35:36 PM"
"BGLRM9100440","CN=BGLRM9100440,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/18/2019 1:13:48 AM","10/21/2020 5:01:04 AM"
"BGLRM9001138","CN=BGLRM9001138,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/5/2020 11:28:17 PM","11/12/2021 5:36:37 PM"
"BGLRO7060036","CN=BGLRO7060036,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/17/2019 1:55:06 AM","9/13/2020 3:22:26 PM"
"BGLRM9001180","CN=BGLRM9001180,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/17/2020 10:00:54 PM","8/7/2020 3:43:44 PM"
"BGLRT49500466","CN=BGLRT49500466,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/22/2021 5:24:50 PM","6/2/2022 10:58:51 AM"
"BGLRM9100442","CN=BGLRM9100442,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/18/2019 1:37:32 AM","11/12/2021 12:05:56 AM"
"BGLRM9100543","CN=BGLRM9100543,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/21/2019 3:07:39 AM","3/17/2021 9:08:39 PM"
"BGLRO7060085","CN=BGLRO7060085,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/6/2019 5:26:39 AM","11/12/2021 6:07:13 AM"
"BGLRO7060086","CN=BGLRO7060086,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/6/2019 12:35:30 PM","9/11/2020 12:08:26 PM"
"BGLRM901034","CN=BGLRM901034,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/19/2019 4:29:47 AM","6/8/2020 6:33:06 PM"
"BGLRM9001143","CN=BGLRM9001143,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/6/2020 2:37:11 AM","12/13/2021 10:15:40 AM"
"BGLRM9100789","CN=BGLRM9100789,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/18/2020 11:28:34 AM","9/15/2020 12:53:30 PM"
"BGLRM9000519","CN=BGLRM9000519,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/30/2018 10:42:34 PM","8/13/2020 3:38:00 PM"
"BGLRO7060090","CN=BGLRO7060090,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/6/2019 12:52:04 PM","9/14/2021 10:50:57 AM"
"BGLRM9100638","CN=BGLRM9100638,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/19/2019 4:51:06 AM","11/12/2021 9:02:22 AM"
"BGLRM900115","CN=BGLRM900115,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/21/2020 11:45:22 PM","2/11/2021 11:35:05 PM"
"BGLRM9001144","CN=BGLRM9001144,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/6/2020 3:59:22 AM","7/7/2020 8:09:30 AM"
"BGLRM9000493","CN=BGLRM9000493,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/14/2017 4:09:46 AM","11/12/2021 2:36:42 AM"
"BGLRM900113","CN=BGLRM900113,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/22/2020 12:55:09 AM","4/16/2020 9:32:55 AM"
"BGLRM9001145","CN=BGLRM9001145,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/6/2020 4:23:39 AM","11/27/2021 11:10:55 AM"
"BGLRT4700313","CN=BGLRT4700313,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled - Termed - 3/7/2022 - WO0000001408875","12/14/2018 9:23:08 AM","3/7/2022 2:04:05 PM"
"BGLRM9100722","CN=BGLRM9100722,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/22/2020 12:54:43 AM","11/12/2021 3:39:10 AM"
"BGLRT4700097","CN=BGLRT4700097,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/28/2018 6:27:12 AM","3/14/2022 7:13:18 PM"
"BGLRO7060009","CN=BGLRO7060009,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/25/2019 2:35:01 AM","7/9/2020 2:31:57 PM"
"BGLRO7060093","CN=BGLRO7060093,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/6/2019 2:16:56 PM","3/4/2021 6:32:43 AM"
"BGLRL5400170","CN=BGLRL5400170,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/25/2020 3:58:37 PM","4/19/2022 5:49:29 PM"
"BGLRM9000373","CN=BGLRM9000373,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/6/2017 11:33:30 PM","6/19/2022 4:00:30 PM"
"BGLRO7060010","CN=BGLRO7060010,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/25/2019 4:07:51 AM","8/10/2020 8:46:20 PM"
"BGLRM9000368","CN=BGLRM9000368,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/7/2017 12:44:09 AM","4/22/2022 5:28:12 AM"
"BGLRM9000889","CN=BGLRM9000889,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/22/2019 1:51:40 AM","10/26/2020 9:55:36 PM"
"BGLRO7060011","CN=BGLRO7060011,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/25/2019 4:36:12 AM","11/11/2021 10:06:53 PM"
"BGLRO7060095","CN=BGLRO7060095,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/6/2019 2:30:39 PM","8/31/2020 7:50:31 PM"
"BGLRM9000333","CN=BGLRM9000333,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/10/2020 11:45:18 PM","1/11/2021 12:27:44 PM"
"BGLRM91S00044","CN=BGLRM91S00044,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/29/2019 10:11:00 PM","11/30/2021 8:42:07 AM"
"BGLRO7060096","CN=BGLRO7060096,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/6/2019 2:35:48 PM","6/15/2020 8:17:43 AM"
"BGLRM9001184","CN=BGLRM9001184,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/23/2020 8:54:07 PM","7/30/2020 9:20:35 AM"
"BGLRM9100227","CN=BGLRM9100227,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","7/13/2018 2:02:53 AM","11/12/2021 5:39:35 AM"
"BGLRT4600265","CN=BGLRT4600265,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/14/2018 8:50:59 PM","5/4/2020 6:38:06 AM"
"BGLRM9000675","CN=BGLRM9000675,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/19/2019 3:34:32 AM","6/18/2020 1:07:34 PM"
"BGLRM9100606","CN=BGLRM9100606,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/6/2019 8:48:16 PM","7/30/2020 5:56:55 PM"
"BGLRM9001182","CN=BGLRM9001182,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/23/2020 9:22:24 PM","8/18/2020 4:58:46 PM"
"BGLRT49500610","CN=BGLRT49500610,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/5/2022 3:24:29 PM","7/18/2022 1:23:43 PM"
"BGLRM9000676","CN=BGLRM9000676,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/4/2018 12:41:28 AM","9/23/2020 6:41:43 PM"
"BGLRM9100309","CN=BGLRM9100309,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","4/6/2019 7:08:39 PM","12/1/2021 8:42:08 AM"
"BGLRT4700383","CN=BGLRT4700383,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/22/2019 9:07:37 AM","5/25/2022 10:35:01 AM"
"BGLRO7060143","CN=BGLRO7060143,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/31/2019 3:55:06 AM","3/4/2021 11:34:43 AM"
"BGLRM9100081","CN=BGLRM9100081,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/17/2020 10:53:08 AM","8/17/2020 4:46:54 PM"
"BGLRT4800359","CN=BGLRT4800359,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"10/28/2020 5:25:18 PM","10/28/2020 5:25:19 PM"
"BGLRO7060332","CN=BGLRO7060332,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/3/2020 4:01:21 AM","11/10/2021 7:14:29 AM"
"BGLRM9001121","CN=BGLRM9001121,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/11/2020 2:19:23 AM","5/2/2020 2:11:23 AM"
"BGLRM9100743","CN=BGLRM9100743,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/11/2020 2:47:58 AM","9/18/2021 11:11:27 PM"
"BGLRL5400053","CN=BGLRL5400053,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/23/2020 12:09:42 PM","3/18/2021 11:48:43 AM"
"BGLRM91S00042","CN=BGLRM91S00042,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/8/2019 6:39:08 AM","9/24/2020 5:43:43 PM"
"BGLRM9001147","CN=BGLRM9001147,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/9/2020 2:19:00 PM","12/16/2020 5:55:49 AM"
"BGLRT4800047","CN=BGLRT4800047,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/8/2019 7:09:12 AM","5/9/2022 11:11:21 AM"
"BGLRO7060014","CN=BGLRO7060014,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/26/2019 1:12:01 AM","7/14/2020 9:48:53 AM"
"BGLRO7060349","CN=BGLRO7060349,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/11/2020 11:38:45 AM","3/5/2020 5:04:55 PM"
"BGLRM9100775","CN=BGLRM9100775,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/9/2020 2:16:11 PM","12/1/2021 8:42:13 AM"
"BGLRO7060015","CN=BGLRO7060015,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/26/2019 1:17:05 AM","11/12/2021 3:10:37 PM"
"BGLRT4600280","CN=BGLRT4600280,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/7/2019 9:47:07 AM","7/12/2022 11:11:05 AM"
"BGLRO7060350","CN=BGLRO7060350,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/11/2020 11:39:05 AM","1/7/2022 12:12:14 PM"
"BGLRM9100776","CN=BGLRM9100776,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/9/2020 3:29:44 PM","6/9/2020 4:46:59 PM"
"BGLRT49500822","CN=BGLRT49500822,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"6/24/2020 6:17:12 PM","6/24/2020 6:17:13 PM"
"BGLRM9000284","CN=BGLRM9000284,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/11/2017 11:34:01 PM","3/17/2022 12:40:47 PM"
"BGLRM9100047","CN=BGLRM9100047,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","4/24/2018 12:47:10 AM","12/7/2021 1:25:49 PM"
"BGLRO7060012","CN=BGLRO7060012,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/26/2019 1:29:56 AM","11/12/2021 3:06:42 PM"
"BGLRO7060098","CN=BGLRO7060098,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/7/2019 5:15:28 PM","8/3/2020 3:09:09 PM"
"BGLRO7060351","CN=BGLRO7060351,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/11/2020 11:47:10 AM","6/3/2020 8:51:33 AM"
"BGLRO7060370","CN=BGLRO7060370,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/9/2020 4:21:20 PM","11/12/2021 8:44:10 PM"
"BGLRM9000796","CN=BGLRM9000796,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/10/2018 1:54:30 AM","8/17/2020 1:14:00 PM"
"BGLRO7060099","CN=BGLRO7060099,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/7/2019 5:42:34 PM","3/20/2020 7:04:27 PM"
"BGLRM9100777","CN=BGLRM9100777,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/9/2020 4:16:54 PM","6/3/2020 3:03:47 AM"
"BGLRM9100108","CN=BGLRM9100108,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/24/2018 1:10:10 AM","9/7/2021 4:52:44 PM"
"BGLRT4600240","CN=BGLRT4600240,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/21/2018 12:51:37 AM","10/8/2021 3:10:28 PM"
"BGLRO7060101","CN=BGLRO7060101,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/7/2019 5:49:33 PM","8/4/2021 4:26:09 PM"
"BGLRT4600317","CN=BGLRT4600317,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/9/2020 10:51:47 PM","3/9/2020 10:51:48 PM"
"BGLRM9100447","CN=BGLRM9100447,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled - Termed - 2/10/2022 - WO0000001384112 | Disabled due to Inactivity- 12/10/2021","1/23/2019 1:59:15 AM","11/13/2021 12:41:57 AM"
"BGLRT49500101","CN=BGLRT49500101,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"6/25/2020 6:26:45 PM","8/4/2020 11:32:24 AM"
"BGLRT4700385","CN=BGLRT4700385,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/23/2019 8:57:34 AM","7/13/2022 2:07:16 PM"
"BGLRO7060016","CN=BGLRO7060016,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/26/2019 3:35:40 AM","5/12/2021 6:23:01 PM"
"BGLRT49500103","CN=BGLRT49500103,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/25/2020 6:34:35 PM","1/20/2022 2:01:19 PM"
"BGLRO7060017","CN=BGLRO7060017,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/26/2019 3:42:13 AM","10/18/2020 3:50:42 PM"
"BGLRO7060356","CN=BGLRO7060356,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/12/2020 12:54:57 AM","7/27/2022 1:57:26 PM"
"BGLRM9100449","CN=BGLRM9100449,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/23/2019 5:14:33 AM","8/19/2020 5:03:32 PM"
"BGLRT4800106","CN=BGLRT4800106,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/8/2019 2:27:16 AM","11/8/2020 10:23:12 PM"
"BGLRO7060358","CN=BGLRO7060358,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/12/2020 2:02:25 AM","7/28/2020 2:09:15 PM"
"BGLRT4700547","CN=BGLRT4700547,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/30/2020 3:08:40 PM","12/3/2020 11:59:55 AM"
"BGLRT4800005","CN=BGLRT4800005,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True","Disabled - Termed - 3/28/2022 - WO0000001428598","3/2/2019 1:44:19 AM","3/28/2022 1:41:49 PM"
"BGLRT4600318","CN=BGLRT4600318,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/10/2020 4:07:18 AM","4/21/2020 10:02:05 AM"
"BGLRL5400476","CN=BGLRL5400476,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/28/2021 11:47:33 AM","3/16/2022 6:42:40 PM"
"BGLRM9100182","CN=BGLRM9100182,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/15/2018 8:01:46 AM","8/9/2020 7:04:12 PM"
"BGLRM9000496","CN=BGLRM9000496,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/20/2017 1:38:58 AM","12/13/2021 10:14:41 AM"
"BGLRM9001124","CN=BGLRM9001124,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/12/2020 4:14:32 AM","12/9/2021 1:23:18 AM"
"BGLRM9100778","CN=BGLRM9100778,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/10/2020 8:06:03 AM","3/10/2020 8:06:04 AM"
"BGLRM9000497","CN=BGLRM9000497,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/20/2017 3:17:33 AM","6/2/2020 2:54:38 AM"
"BGLRM9100453","CN=BGLRM9100453,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/23/2019 6:18:13 PM","1/28/2022 12:30:57 AM"
"BGLRM9001148","CN=BGLRM9001148,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/10/2020 8:26:16 AM","4/6/2021 1:16:06 PM"
"BGLRM91S00101","CN=BGLRM91S00101,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/20/2020 7:19:23 PM","7/2/2020 7:37:07 PM"
"BGLRT1400003","CN=BGLRT1400003,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/28/2021 5:57:11 PM","5/13/2022 11:47:41 AM"
"BGLRT4400002","CN=BGLRT4400002,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/2/2018 5:19:14 PM","4/2/2020 11:27:22 PM"
"BGLRM9100068","CN=BGLRM9100068,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/24/2019 1:52:35 AM","3/16/2022 12:41:00 PM"
"BGLRM9100780","CN=BGLRM9100780,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/20/2020 8:26:24 PM","4/21/2020 8:46:05 PM"
"BGLRM9000917","CN=BGLRM9000917,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","11/4/2020 4:48:44 PM","12/4/2021 8:42:04 AM"
"BGLRM9100055","CN=BGLRM9100055,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/12/2018 11:45:10 PM","12/2/2021 8:42:37 AM"
